"locale","key","term","partOfSpeech","termCategory","phonetic","definition","definitionSource","sampleSentence","extended","termSource","dateFirstRecorded","commentary"
"zh-CN","total-value-locked-tvl","总锁定价值(TVL)","","","","总锁定价值(TVL)是加密货币行业中使用广泛的指标，用于衡量锁定在去中心化金融(DeFi)协议中的资产总值。","https://academy.binance.com/zh-CN/glossary/total-value-locked-tvl","","","https://academy.binance.com/zh-CN/glossary/total-value-locked-tvl","2025-02-01",""
"zh-CN","tradfi","TradFi","","","","TradFi (traditional finance) is the established financial system most people interact with in their daily lives.","https://academy.binance.com/zh-CN/glossary/tradfi","","","https://academy.binance.com/zh-CN/glossary/tradfi","2025-02-01",""
"zh-CN","transaction","交易","","","","","","","","","",""
"zh-CN","transaction-block","交易区块","","","","","","","","","",""
"zh-CN","transaction-fee","交易费用","","","","","","","","","",""
"zh-CN","transaction-id","交易 ID","","","","交易ID | 定义：交易ID (TXID)是一个用于标记区块链上每笔交易的唯一字符串。","https://academy.binance.com/zh-CN/glossary/transaction-id","","","https://academy.binance.com/zh-CN/glossary/transaction-id","2025-02-01",""
"zh-CN","transaction-pool","交易池","","","","","","","","","",""
"zh-CN","transactions-per-second-tps","Transactions Per Second (TPS)","","","","The number of transactions that a blockchain network is capable of processing each second.","https://academy.binance.com/zh-CN/glossary/transactions-per-second-tps","","","https://academy.binance.com/zh-CN/glossary/transactions-per-second-tps","2025-02-01",""
"zh-CN","transak","Transak","","","","","","","","","",""
"zh-CN","treasury-bills-t-bills","国库券 (T-bill)","","","","国库券是低风险政府证券，可能会影响利率和市场情绪。欲了解国库券的概念及其运作方式，敬请访问币安学院。","https://academy.binance.com/zh-CN/glossary/treasury-bills-t-bills","","","https://academy.binance.com/zh-CN/glossary/treasury-bills-t-bills","2025-02-01",""
"zh-CN","trezor","Trezor","","","","","","","","","",""
"zh-CN","trueusd-tusd","TrueUSD (TUSD)","","","","TrueUSD是一种与美元挂钩的稳定币，它与多个区块链网络集成，是增长最快的稳定币之一。","https://academy.binance.com/zh-CN/glossary/trueusd-tusd","","","https://academy.binance.com/zh-CN/glossary/trueusd-tusd","2025-02-01",""
"zh-CN","truffle","Truffle","","","","","","","","","",""
"zh-CN","trustless","去信任","","","","No single entity has authority over the system and consensus is achieved between participants who do not have to trust each other.","https://academy.binance.com/zh-CN/glossary/trustless","","","https://academy.binance.com/zh-CN/glossary/trustless","2025-02-01",""
"zh-CN","turing-complete","图灵完备","","","","A machine that, given enough time and memory along with the necessary instructions, can solve any computational problem.","https://academy.binance.com/zh-CN/glossary/turing-complete","","","https://academy.binance.com/zh-CN/glossary/turing-complete","2025-02-01",""
"zh-CN","tvl","总锁仓价值（TVL）","","","","","","","","","",""
"zh-CN","txid","交易 ID","","","","","","","","","",""
"zh-CN","u2f","U2F（通用第二因素）","","","","","","","","","",""
"zh-CN","understanding-cz-s-number-4","赵长鹏(CZ)推文中的“4”有何含义","","","","“4”代表CZ新年计划中的第四条，即忽视恐惧、犹豫和怀疑(FUD)、假新闻和对币安的攻击。","https://academy.binance.com/zh-CN/glossary/understanding-cz-s-number-4","","","https://academy.binance.com/zh-CN/glossary/understanding-cz-s-number-4","2025-02-01",""
"zh-CN","unencrypted-key","未加密密钥","","","","","","","","","",""
"zh-CN","uniswap","Uniswap","","","","","","","","","",""
"zh-CN","unit-of-account","Unit of Account","","","","One of the primary properties of money. Allowing measurement and comparison of the value of different things.","https://academy.binance.com/zh-CN/glossary/unit-of-account","","","https://academy.binance.com/zh-CN/glossary/unit-of-account","2025-02-01",""
"zh-CN","unspent-transaction-output","未花费的交易输出","","","","","","","","","",""
"zh-CN","unspent-transaction-output-utxo","Unspent Transaction Output (UTXO)","","","","An output created in a transaction, which must be referenced in a future transaction to spend funds.","https://academy.binance.com/zh-CN/glossary/unspent-transaction-output-utxo","","","https://academy.binance.com/zh-CN/glossary/unspent-transaction-output-utxo","2025-02-01",""
"zh-CN","unstake","解除质押","","","","","","","","","",""
"zh-CN","upgrade","升级","","","","","","","","","",""
"zh-CN","url","URL","","","","","","","","","",""
"zh-CN","usd","USD","","","","","","","","","",""
"zh-CN","user-interface","User Interface (UI)","","","","The interface where interactions between humans and machines occur. It establishes how a user can interact with a machine.","https://academy.binance.com/zh-CN/glossary/user-interface","","","https://academy.binance.com/zh-CN/glossary/user-interface","2025-02-01",""
"zh-CN","utility-token","效用代币","","","","通过区块链网络发行的数字代币，常规发行渠道包括首次代币发行(ICO)、首次交易所发行(IEO)和代币生成活动(TGE)。","https://academy.binance.com/zh-CN/glossary/utility-token","","","https://academy.binance.com/zh-CN/glossary/utility-token","2025-02-01",""
"zh-CN","utxo","UTXO","","","","","","","","","",""
"zh-CN","validator","验证器","","","","","","","","","",""
"zh-CN","validity-proof","有效性证明","","","","","","","","","",""
"zh-CN","verification-code","Verification Code","","","","Code sent to a second device to ensure the identity of someone logging in to an account. Used for Two-Factor Authentication","https://academy.binance.com/zh-CN/glossary/verification-code","","","https://academy.binance.com/zh-CN/glossary/verification-code","2025-02-01",""
"zh-CN","vesting","等待行权","","","","","","","","","",""
"zh-CN","villagedao","VillageDAO","","","","","","","","","",""
"zh-CN","virtual-machine","Virtual Machine","","","","An emulated computer system, or a distributed system that is designed to replicate the features of a computer's architecture.","https://academy.binance.com/zh-CN/glossary/virtual-machine","","","https://academy.binance.com/zh-CN/glossary/virtual-machine","2025-02-01",""
"zh-CN","vladimir-club","Vladimir Club","","","","A term used to describe someone who has acquired 1% of 1% (0.01%) of the maximum supply of a cryptocurrency.","https://academy.binance.com/zh-CN/glossary/vladimir-club","","","https://academy.binance.com/zh-CN/glossary/vladimir-club","2025-02-01",""
"zh-CN","volatility","Volatility","","","","How quickly and how much the price of an asset changes. Calculated in terms of standard deviations in the annual return of an asset","https://academy.binance.com/zh-CN/glossary/volatility","","","https://academy.binance.com/zh-CN/glossary/volatility","2025-02-01",""
"zh-CN","volume","Volume","","","","A measurement of the number of individual units of an asset that changed hands in a market during a given time.","https://academy.binance.com/zh-CN/glossary/volume","","","https://academy.binance.com/zh-CN/glossary/volume","2025-02-01",""
"zh-CN","wagmi","WAGMI","","","","“WAGMI”是“我们都会成功(We’re All Gonna Make It)”的首字母缩写，专门用在加密货币社区中，鼓励人们保持乐观态度。","https://academy.binance.com/zh-CN/glossary/wagmi","","","https://academy.binance.com/zh-CN/glossary/wagmi","2025-02-01",""
"zh-CN","wallet","钱包","","","","Used to send and receive cryptocurrencies. Different types include software wallets, hardware wallets, and paper wallets.","https://academy.binance.com/zh-CN/glossary/wallet","","","https://academy.binance.com/zh-CN/glossary/wallet","2025-02-01",""
"zh-CN","wallet-address","钱包地址","","","","","","","","","",""
"zh-CN","walletconnect","WalletConnect","","","","","","","","","",""
"zh-CN","wash-trading","刷单交易","","","","刷单交易是一种不道德的欺骗性行为，涉及同时买入和卖出某种资产，来制造虚假的市场活动。","https://academy.binance.com/zh-CN/glossary/wash-trading","","","https://academy.binance.com/zh-CN/glossary/wash-trading","2025-02-01",""
"zh-CN","weak-hands","Weak Hands","","","","A term referring to traders or investors who lack the confidence to hold their assets or to follow their trading plans.","https://academy.binance.com/zh-CN/glossary/weak-hands","","","https://academy.binance.com/zh-CN/glossary/weak-hands","2025-02-01",""
"zh-CN","weak-subjectivity","Weak Subjectivity","","","","Relates to the need for certain nodes to rely on other nodes when determining the current state of a PoS blockchain.","https://academy.binance.com/zh-CN/glossary/weak-subjectivity","","","https://academy.binance.com/zh-CN/glossary/weak-subjectivity","2025-02-01",""
"zh-CN","web-1","Web 1.0","","","","The initial iteration of the web, when data was primarily read-only pages connected with hyperlinks. Also known as 'read-only' web.","https://academy.binance.com/zh-CN/glossary/web-1","","","https://academy.binance.com/zh-CN/glossary/web-1","2025-02-01",""
"zh-CN","web-3.0","Web 3.0","","","","","","","","","",""
"zh-CN","web3","Web3","","","","","","","","","",""
"zh-CN","webhid","WebHID","","","","","","","","","",""
"zh-CN","webhook","网络钩子","","","","","","","","","",""
"zh-CN","websocket","WebSocket","","","","","","","","","",""
"zh-CN","wei","wei","","","","Wei | 定义：以太坊网络中的以太币 (ETH) 的最小面额，通常用于衡量 Gas 价格。","https://academy.binance.com/zh-CN/glossary/wei","","","https://academy.binance.com/zh-CN/glossary/wei","2025-02-01",""
"zh-CN","weighted-moving-average-wma","加权移动平均线 (WMA)","","","","本文将为您介绍一种基本的技术分析工具——加权移动平均线 (WMA)，它可以平滑价格数据，对近期价格变化更为敏感。","https://academy.binance.com/zh-CN/glossary/weighted-moving-average-wma","","","https://academy.binance.com/zh-CN/glossary/weighted-moving-average-wma","2025-02-01",""
"zh-CN","whale","Whale","","","","An individual or organization that holds a large amount of Bitcoins or other cryptocurrency, allowing them to impact the markets.","https://academy.binance.com/zh-CN/glossary/whale","","","https://academy.binance.com/zh-CN/glossary/whale","2025-02-01",""
"zh-CN","whiskers","Whiskers","","","","Lines extending from a colored bar in a candlestick chart that indicate the low-high range of a trading pair within a time frame.","https://academy.binance.com/zh-CN/glossary/whiskers","","","https://academy.binance.com/zh-CN/glossary/whiskers","2025-02-01",""
"zh-CN","whitelist","Whitelist","","","","A list of allowed or trusted individuals, computer programs, or cryptocurrency addresses in relation to a service or event.","https://academy.binance.com/zh-CN/glossary/whitelist","","","https://academy.binance.com/zh-CN/glossary/whitelist","2025-02-01",""
"zh-CN","whitepaper","白皮书","","","","","","","","","",""
"zh-CN","wick","Wick","","","","Line found on a candlestick chart used to indicate where the price of an asset is fluctuating in regards to its opening and closing price","https://academy.binance.com/zh-CN/glossary/wick","","","https://academy.binance.com/zh-CN/glossary/wick","2025-02-01",""
"zh-CN","win-rate","胜率","","","","胜率 | 定义：金融市场中的胜率是衡量交易者盈利能力的指标。","https://academy.binance.com/zh-CN/glossary/win-rate","","","https://academy.binance.com/zh-CN/glossary/win-rate","2025-02-01",""
"zh-CN","wrapped-ether","Wrapped Ether (WETH)","","","","ERC-20 token representing Ether at a 1:1 ratio. It allows users to trade ETH to ERC-20 tokens on decentralized platforms.","https://academy.binance.com/zh-CN/glossary/wrapped-ether","","","https://academy.binance.com/zh-CN/glossary/wrapped-ether","2025-02-01",""
"zh-CN","wrapping","包装","","","","","","","","","",""
"zh-CN","wyckoff","威科夫方法","","","","威科夫方法是理查德·威科夫(Richard Wyckoff)创立于20世纪30年代的交易投资方法，对现代技术分析影响深远。","https://academy.binance.com/zh-CN/glossary/wyckoff","","","https://academy.binance.com/zh-CN/glossary/wyckoff","2025-02-01",""
"zh-CN","wyre","Wyre","","","","","","","","","",""
"zh-CN","xpriv","扩展密钥（XPRIV）","","","","","","","","","",""
"zh-CN","xpub","扩展公钥（XPUB）","","","","","","","","","",""
"zh-CN","yield-bearing-tokens","收益代币","","","","","","","","","",""
"zh-CN","yield-farming","收益挖矿","","","","流动性挖矿是DeFi领域中的一种高风险操作，即投资者锁定资产，提供流动性、贷款或质押，用以赚取收益或利息。","https://academy.binance.com/zh-CN/glossary/yield-farming","","","https://academy.binance.com/zh-CN/glossary/yield-farming","2025-02-01",""
"zh-CN","zero-address","0地址","","","","","","","","","",""
"zh-CN","zero-knowledge-proof","零知识证明","","","","","","","","","",""
"zh-CN","zero-knowledge-proofs","零知识证明","","","","零知识证明 | 定义：零知识证明可以在不泄露任何交易信息的情况下验证交易的有效性，保护交易隐私。","https://academy.binance.com/zh-CN/glossary/zero-knowledge-proofs","","","https://academy.binance.com/zh-CN/glossary/zero-knowledge-proofs","2025-02-01",""
"zh-CN","zero-knowledge-rollup","零知识汇总","","","","","","","","","",""
"zh-CN","zk-rollup","零知识汇总","","","","零知识汇总是一种Layer 2扩容解决方案，其目标是在不影响安全性的前提下提高区块链网络的交易吞吐量。","https://academy.binance.com/zh-CN/glossary/zk-rollup","","","https://academy.binance.com/zh-CN/glossary/zk-rollup","2025-02-01",""
"zh-CN","zk-snarks","零知识简洁非交互知识论证（zk-SNARK）","","","","zk-SNARK | 定义：zk-SNARK即“零知识简明非交互式知识证明”，是一种实现零知识证明的方式。","https://academy.binance.com/zh-CN/glossary/zk-snarks","","","https://academy.binance.com/zh-CN/glossary/zk-snarks","2025-02-01",""
"zh-CN","zk-starks","zk-STARK","","","","zk-STARK允许一方（证明者）与第三方交流经过验证的数据或执行计算，而无需将相关数据或分析透露给对方（验证者）。","https://academy.binance.com/zh-CN/glossary/zk-starks","","","https://academy.binance.com/zh-CN/glossary/zk-starks","2025-02-01",""
"zh-TW","0x-api","0x API","","","","","","","","","",""
"zh-TW","0xplain","0xplain","","","","","","","","","",""
"zh-TW","1inch","1inch","","","","","","","","","",""
"zh-TW","2fa","雙重要素驗證 (2FA)","","","","","","","","","",""
"zh-TW","3box-labs","3Box Labs","","","","","","","","","",""
"zh-TW","51%-attack","51%攻擊","","","","51% 攻擊 | 定義：指一位或一組礦工控制網路 50% 以上的挖礦算力或運算能力。","https://academy.binance.com/zh-TW/glossary/51-percent-attack","","","https://academy.binance.com/zh-TW/glossary/51-percent-attack","2025-02-01",""
"zh-TW","aave","Aave","","","","","","","","","",""
"zh-TW","absolute-advantage","Absolute Advantage","","","","An economics concept in which one party has a direct advantage in efficiency in producing/providing a specific good or service over another party.","https://academy.binance.com/zh-TW/glossary/absolute-advantage","","","https://academy.binance.com/zh-TW/glossary/absolute-advantage","2025-02-01",""
"zh-TW","account","帳戶","","","","","","","","","",""
"zh-TW","ach-transfer","ACH 轉帳","","","","","","","","","",""
"zh-TW","active-management","Active Management","","","","An investing strategy employed by fund managers aiming to outperform an index or market in order to generate profits.","https://academy.binance.com/zh-TW/glossary/active-management","","","https://academy.binance.com/zh-TW/glossary/active-management","2025-02-01",""
"zh-TW","actively-validated-services-avs","主動驗證服務 (AVS)","","","","主動驗證服務 (AVS) 持續監控和驗證，以增強區塊鏈和加密貨幣的安全性、效能和合規性。","https://academy.binance.com/zh-TW/glossary/actively-validated-services-avs","","","https://academy.binance.com/zh-TW/glossary/actively-validated-services-avs","2025-02-01",""
"zh-TW","ad-hoc","Ad Hoc","","","","The phrase 'ad hoc' is a phrase of Latin origin that is used in modern English to mean 'for this purpose' or 'specifically for this.'","https://academy.binance.com/zh-TW/glossary/ad-hoc","","","https://academy.binance.com/zh-TW/glossary/ad-hoc","2025-02-01",""
"zh-TW","address","地址","","","","String of text that designates the location of a particular wallet on the blockchain. Often a hashed version of a public key.","https://academy.binance.com/zh-TW/glossary/address","","","https://academy.binance.com/zh-TW/glossary/address","2025-02-01",""
"zh-TW","aggregator","聚合器","","","","","","","","","",""
"zh-TW","agoric","Agoric","","","","","","","","","",""
"zh-TW","air-gapping","氣隙隔離","","","","","","","","","",""
"zh-TW","airdrop","空投","","","","Distribution of digital assets to the public, by virtue of holding a certain token or by virtue of being an active wallet address.","https://academy.binance.com/zh-TW/glossary/airdrop","","","https://academy.binance.com/zh-TW/glossary/airdrop","2025-02-01",""
"zh-TW","airgap-vault","AirGap Vault","","","","","","","","","",""
"zh-TW","airswap","AirSwap","","","","","","","","","",""
"zh-TW","algorithm","算法","","","","演算法 | 定義：用於解決問題的一系列明確指令。","https://academy.binance.com/zh-TW/glossary/algorithm","","","https://academy.binance.com/zh-TW/glossary/algorithm","2025-02-01",""
"zh-TW","all-or-none-order","All or None Order (AON)","","","","An AON order, once placed, must either be filled in its entirety or not at all. This prevents any partial filling of orders.","https://academy.binance.com/zh-TW/glossary/all-or-none-order","","","https://academy.binance.com/zh-TW/glossary/all-or-none-order","2025-02-01",""
"zh-TW","all-time-high","All-Time High (ATH)","","","","The highest price of a cryptocurrency in a quote​ currency, such as a dollar, BTC, ETH, or BNB","https://academy.binance.com/zh-TW/glossary/all-time-high","","","https://academy.binance.com/zh-TW/glossary/all-time-high","2025-02-01",""
"zh-TW","allocation","Allocation","","","","Percentage distribution of tokens. For example a project may allocate 40% of tokens to their team.","https://academy.binance.com/zh-TW/glossary/allocation","","","https://academy.binance.com/zh-TW/glossary/allocation","2025-02-01",""
"zh-TW","alpha","Alpha","","","","The first look at a product released by a team, consisting of the very first version of a primitive, basic software or product.","https://academy.binance.com/zh-TW/glossary/alpha","","","https://academy.binance.com/zh-TW/glossary/alpha","2025-02-01",""
"zh-TW","altcoin","山寨幣","","","","A cryptocurrency that is alternative to Bitcoin. Altcoin is used to describe cryptocurrencies that are not Bitcoin.","https://academy.binance.com/zh-TW/glossary/altcoin","","","https://academy.binance.com/zh-TW/glossary/altcoin","2025-02-01",""
"zh-TW","aml","反洗錢","","","","","","","","","",""
"zh-TW","angel-investor","Angel Investor","","","","Wealthy investors that seek out opportunities to provide funding for entrepreneurs or start-up companies.","https://academy.binance.com/zh-TW/glossary/angel-investor","","","https://academy.binance.com/zh-TW/glossary/angel-investor","2025-02-01",""
"zh-TW","anti-money-laundering","洗錢防制 (AML)","","","","洗錢防制 | 定義：旨在最小化和遏制非法或可疑活動所產生資金流動的法律和監管程序。","https://academy.binance.com/zh-TW/glossary/anti-money-laundering","","","https://academy.binance.com/zh-TW/glossary/anti-money-laundering","2025-02-01",""
"zh-TW","api","API","","","","","","","","","",""
"zh-TW","appchain","應用程式鏈","","","","","","","","","",""
"zh-TW","apple-pay","Apple Pay","","","","","","","","","",""
"zh-TW","application-programming-interface","Application Programming Interface (API)","","","","Collection of functions and procedures that allow users to interact with the data of an application.","https://academy.binance.com/zh-TW/glossary/application-programming-interface","","","https://academy.binance.com/zh-TW/glossary/application-programming-interface","2025-02-01",""
"zh-TW","application-specific-integrated-circuit","Application-Specific Integrated Circuit (ASIC)","","","","An Integrated Circuit customized for maximum performance in a particular use.","https://academy.binance.com/zh-TW/glossary/application-specific-integrated-circuit","","","https://academy.binance.com/zh-TW/glossary/application-specific-integrated-circuit","2025-02-01",""
"zh-TW","arbitrage","套利","","","","套利 | 定義：在不同市場上買賣資產，以利用相同資產的不同價格。","https://academy.binance.com/zh-TW/glossary/arbitrage","","","https://academy.binance.com/zh-TW/glossary/arbitrage","2025-02-01",""
"zh-TW","arbitrum","Arbitrum","","","","","","","","","",""
"zh-TW","arc-20","ARC-20","","","","了解 Atomicals ARC-20 代幣，這是比特幣區塊鏈上同質化代幣的代幣標準。探索它們的運作方式及其潛在實用案例。","https://academy.binance.com/zh-TW/glossary/arc-20","","","https://academy.binance.com/zh-TW/glossary/arc-20","2025-02-01",""
"zh-TW","artificial-intelligence-ai","人工智慧 (AI)","","","","探索人工智慧 (AI) 在醫療保健、商業、教育、金融、安全、製造和運輸方面的轉型力量。","https://academy.binance.com/zh-TW/glossary/artificial-intelligence-ai","","","https://academy.binance.com/zh-TW/glossary/artificial-intelligence-ai","2025-02-01",""
"zh-TW","asic","特定應用積體電路","","","","","","","","","",""
"zh-TW","asic-resistant","ASIC-resistant","","","","The property of a cryptocurrency that is “immune” to ASIC mining. Allowing the mining to become more decentralized.","https://academy.binance.com/zh-TW/glossary/asic-resistant","","","https://academy.binance.com/zh-TW/glossary/asic-resistant","2025-02-01",""
"zh-TW","asking-price","Ask Price","","","","The lowest price a seller would be willing to accept when placing their sell order while trading an asset on an exchange.","https://academy.binance.com/zh-TW/glossary/asking-price","","","https://academy.binance.com/zh-TW/glossary/asking-price","2025-02-01",""
"zh-TW","asset-management","Asset Management","","","","A system or method that helps individuals or companies manage assets. Either on behalf of their clients or their own.","https://academy.binance.com/zh-TW/glossary/asset-management","","","https://academy.binance.com/zh-TW/glossary/asset-management","2025-02-01",""
"zh-TW","asset-provenance","資產溯源","","","","","","","","","",""
"zh-TW","assets-under-management-aum","資產管理規模 (AUM)","","","","AUM (資產管理規模) 是由實體代表客戶管理的金融資產的市值，顯示影響力和營運規模。","https://academy.binance.com/zh-TW/glossary/assets-under-management-aum","","","https://academy.binance.com/zh-TW/glossary/assets-under-management-aum","2025-02-01",""
"zh-TW","asynchronous","Asynchronous","","","","Events in electronic systems that do not happen at the same time or speed, or happen independent of the main program flow.","https://academy.binance.com/zh-TW/glossary/asynchronous","","","https://academy.binance.com/zh-TW/glossary/asynchronous","2025-02-01",""
"zh-TW","atomic-swap","Atomic Swap","","","","A technique of peer-to-peer cryptocurrency trading based on smart contract technology that removes the need for intermediaries.","https://academy.binance.com/zh-TW/glossary/atomic-swap","","","https://academy.binance.com/zh-TW/glossary/atomic-swap","2025-02-01",""
"zh-TW","attack-surface","Attack surface","","","","Points in a software environment where an attacker can attempt to enter or extract data from the system.","https://academy.binance.com/zh-TW/glossary/attack-surface","","","https://academy.binance.com/zh-TW/glossary/attack-surface","2025-02-01",""
"zh-TW","attestation","證明","","","","","","","","","",""
"zh-TW","auction","Auction","","","","A live event where assets or services are negotiated through a bidding process, which is often led by an auctioneer.","https://academy.binance.com/zh-TW/glossary/auction","","","https://academy.binance.com/zh-TW/glossary/auction","2025-02-01",""
"zh-TW","aurora","Aurora","","","","","","","","","",""
"zh-TW","automated-market-maker-amm","自動做市商 (AMM)","","","","自動做市商 (AMM) 是去中心化交易所 (DEX) 協定的子集。他們讓用戶能夠交易數位資產，無須中間機構。","https://academy.binance.com/zh-TW/glossary/automated-market-maker-amm","","","https://academy.binance.com/zh-TW/glossary/automated-market-maker-amm","2025-02-01",""
"zh-TW","avalanche","Avalanche","","","","","","","","","",""
"zh-TW","avax","AVAX","","","","","","","","","",""
"zh-TW","axie-infinity","Axie Infinity","","","","","","","","","",""
"zh-TW","b-tokens","B-Token","","","","B-Token 指的是幣安鑄造的一系列完全抵押的打包代幣名稱。","https://academy.binance.com/zh-TW/glossary/b-tokens","","","https://academy.binance.com/zh-TW/glossary/b-tokens","2025-02-01",""
"zh-TW","bags","Bags","","","","The portfolio of coins and tokens one is holding. Often related to a poorly performing bag of assets that investors insist to hold.","https://academy.binance.com/zh-TW/glossary/bags","","","https://academy.binance.com/zh-TW/glossary/bags","2025-02-01",""
"zh-TW","banxa","Banxa","","","","","","","","","",""
"zh-TW","beacon-chain","信標鏈","","","","信標鏈 | 定義：信標鏈是以太坊的權益證明 (PoS) 層，共識在此生成。","https://academy.binance.com/zh-TW/glossary/beacon-chain","","","https://academy.binance.com/zh-TW/glossary/beacon-chain","2025-02-01",""
"zh-TW","bear-market","Bear Market","","","","A negative trend in prices of a market. It is widely used not only in the cryptocurrency space but also in the traditional markets","https://academy.binance.com/zh-TW/glossary/bear-market","","","https://academy.binance.com/zh-TW/glossary/bear-market","2025-02-01",""
"zh-TW","benchmark","Benchmark","","","","A measurement standard which can be used to gauge the performance of a particular asset or investment portfolio","https://academy.binance.com/zh-TW/glossary/benchmark","","","https://academy.binance.com/zh-TW/glossary/benchmark","2025-02-01",""
"zh-TW","bep-1155","BEP-1155","","","","BEP-1155 代幣標準支援在 BNB 鏈的單一智能合約中結合同質化和非同質化代幣 (NFT)。","https://academy.binance.com/zh-TW/glossary/bep-1155","","","https://academy.binance.com/zh-TW/glossary/bep-1155","2025-02-01",""
"zh-TW","bep-20","BEP-20","","","","BEP-20 是 BNB 智能鏈上的代幣標準，它擴展了最常見的以太坊代幣標準 ERC-20。","https://academy.binance.com/zh-TW/glossary/bep-20","","","https://academy.binance.com/zh-TW/glossary/bep-20","2025-02-01",""
"zh-TW","bep-721","BEP-721","","","","BEP-721 是一個 BNB 智能鏈 (BSC) 代幣標準，允許創建非同質化代幣 (NFT)。","https://academy.binance.com/zh-TW/glossary/bep-721","","","https://academy.binance.com/zh-TW/glossary/bep-721","2025-02-01",""
"zh-TW","bep-95","BEP-95","","","","BEP-95 | 定義：BEP-95 是一項幣安演化提案 (Binance Evolution Proposal)，為 BNB 智能鏈引進了即時銷毀機制。它讓 BNB 的代幣經濟學更加動態與去中心化。","https://academy.binance.com/zh-TW/glossary/bep-95","","","https://academy.binance.com/zh-TW/glossary/bep-95","2025-02-01",""
"zh-TW","besu","Besu","","","","","","","","","",""
"zh-TW","beta-coefficient","Beta (Coefficient)","","","","A tool used to measure the volatility of an asset in comparison to the volatility of a specific portfolio or market index.","https://academy.binance.com/zh-TW/glossary/beta-coefficient","","","https://academy.binance.com/zh-TW/glossary/beta-coefficient","2025-02-01",""
"zh-TW","beta-release","Beta (Release)","","","","An early version of a program for users to test and for a team to get feedback. This stage comes after the Alpha stage.","https://academy.binance.com/zh-TW/glossary/beta-release","","","https://academy.binance.com/zh-TW/glossary/beta-release","2025-02-01",""
"zh-TW","bid-ask-spread","Bid-Ask Spread","","","","The difference in price between the lowest asking price and highest bid price on the order book for an asset.","https://academy.binance.com/zh-TW/glossary/bid-ask-spread","","","https://academy.binance.com/zh-TW/glossary/bid-ask-spread","2025-02-01",""
"zh-TW","bid-price","Bid Price","","","","In the context of financial markets, it is the value buyers offer for an asset, such as a commodity, security, or cryptocurrency.","https://academy.binance.com/zh-TW/glossary/bid-price","","","https://academy.binance.com/zh-TW/glossary/bid-price","2025-02-01",""
"zh-TW","binance","Binance","","","","","","","","","",""
"zh-TW","binance-blockchain-charity-foundation","Blockchain Charity Foundation","","","","The world's first decentralized charity platform to advocate the concept of 'blockchain for social good'.","https://academy.binance.com/zh-TW/glossary/binance-blockchain-charity-foundation","","","https://academy.binance.com/zh-TW/glossary/binance-blockchain-charity-foundation","2025-02-01",""
"zh-TW","binance-ecosystem-fund","Binance Ecosystem Fund (BEF)","","","","An initiative by Binance to collaborate with partners who care about the blockchain/cryptocurrency ecosystem.","https://academy.binance.com/zh-TW/glossary/binance-ecosystem-fund","","","https://academy.binance.com/zh-TW/glossary/binance-ecosystem-fund","2025-02-01",""
"zh-TW","binancian","幣安夥伴","","","","「幣安夥伴」這個詞彙指的是積極參與、或為加密貨幣交易所幣安做出貢獻的個人。","https://academy.binance.com/zh-TW/glossary/binancian","","","https://academy.binance.com/zh-TW/glossary/binancian","2025-02-01",""
"zh-TW","bitcoin","比特幣","","","","A cryptocurrency created by the pseudonymous developer(s) Satoshi Nakamoto, initially described as a 'Peer-to-Peer e-cash'.","https://academy.binance.com/zh-TW/glossary/bitcoin","","","https://academy.binance.com/zh-TW/glossary/bitcoin","2025-02-01",""
"zh-TW","bitcoin-core","Bitcoin Core","","","","Leading implementation of the software that enables users to interact with the Bitcoin network. Initially released by Satoshi.","https://academy.binance.com/zh-TW/glossary/bitcoin-core","","","https://academy.binance.com/zh-TW/glossary/bitcoin-core","2025-02-01",""
"zh-TW","bitcoin-dominance","Bitcoin Dominance","","","","The ratio of Bitcoin's market capitalization versus the sum of the market capitalizations of all cryptocurrencies.","https://academy.binance.com/zh-TW/glossary/bitcoin-dominance","","","https://academy.binance.com/zh-TW/glossary/bitcoin-dominance","2025-02-01",""
"zh-TW","bitcoin-maximalists","比特幣至上主義者","","","","比特幣至上主義者相信比特幣是唯一有價值的加密貨幣，並且是全球金融的未來。","https://academy.binance.com/zh-TW/glossary/bitcoin-maximalists","","","https://academy.binance.com/zh-TW/glossary/bitcoin-maximalists","2025-02-01",""
"zh-TW","bitcoin-pizza","Bitcoin Pizza","","","","The first known transaction where Bitcoin was exchanged for a physical good. Laszlo Hanyecz paid 10,000 BTC for two pizzas.","https://academy.binance.com/zh-TW/glossary/bitcoin-pizza","","","https://academy.binance.com/zh-TW/glossary/bitcoin-pizza","2025-02-01",""
"zh-TW","black-swan-event","Black Swan Event","","","","An event that is often entirely unexpected and deviates from the expected result causing widespread ramifications.","https://academy.binance.com/zh-TW/glossary/black-swan-event","","","https://academy.binance.com/zh-TW/glossary/black-swan-event","2025-02-01",""
"zh-TW","block","區塊","","","","A computer file that stores transaction data. These can then be arranged in a linear sequence, which will form a blockchain.","https://academy.binance.com/zh-TW/glossary/block","","","https://academy.binance.com/zh-TW/glossary/block","2025-02-01",""
"zh-TW","block-explorer","區塊鏈瀏覽器","","","","Online Blockchain webpage which allows users to browse information about blocks, transactions, balances and more.","https://academy.binance.com/zh-TW/glossary/block-explorer","","","https://academy.binance.com/zh-TW/glossary/block-explorer","2025-02-01",""
